Date,Time,City,Location,Flood Type/Depth,Passability
2025/07/19,06:25,Manila City,Maria Orosa st.Corner Kalaw,Gutter Deep,Passable to all vehicles
2025/07/19,06:45,Manila City,V.mapa rmb WB,Gutter Deep,Passable to all vehicles
2025/07/19,06:35,Manila City,along Kalaw from Manila Doctors to Taft Eb and Wb,Gutter Deep,Passable to all vehicles
2025/07/19,04:45,Mandaluyong City,EDSA Shaw Tunnel NB,Gutter Deep,Passable to all vehicles
2025/07/19,06:24,Quezon City,Commonwealth University Avenue Eastbound,Gutter Deep,Passable to all vehicles
2025/07/19,09:02,Quezon City,COMMONWEALTH DOÑA CARMEN WB,Subsided,
2025/07/19,05:25,Navotas City,San Jose - M.Naval cor E. Tuazon st,Above Gutter Deep,Passable to all vehicles
2025/07/19,07:11,Manila City,Padre Faura to U. N Station,Gutter Deep,Passable to all vehicles
2025/07/19,07:11,Manila City,Padre Faura intersection taft Ave.,Gutter Deep,Passable to all vehicles
2025/07/19,07:11,Manila City,Taft Avenue NBI,Gutter Deep,Passable to all vehicles
2025/07/19,04:50,Manila City,España Blvd - Bluemintritt,Gutter Deep,Passable to all vehicles
2025/06/23,15:04,Quezon City,Commonwealth Ilang Ilang EB,Gutter Deep,Passable to all vehicles
2025/06/23,15:04,Quezon City,Commonwealth Tandang Sora EB,Gutter Deep,Passable to all vehicles
2025/06/23,15:04,Quezon City,Commonwealth-Batasan,Gutter Deep,Passable to all vehicles
2025/06/23,15:04,Quezon City,C5 Katipunan Miriam College NB,Gutter Deep,Passable to all vehicles
2025/06/23,15:04,Quezon City,Luzon corner Commonwealth SB and NB,Half Tire Deep,Not passable to light vehicles
2025/06/23,15:04,Quezon City,Commonwealth-Philcoa (University Belt),Gutter Deep,Passable to all vehicles
2025/06/23,15:04,Quezon City,Commonwealth Ever EB,Gutter Deep,Passable to all vehicles
2025/06/23,15:04,Quezon City,C5 Ortigas service road SB,Gutter Deep,Passable to all vehicles
2025/06/21,21:50,Manila City,España Lacson to Vicente Cruz EB/WB,Knee Deep,Not passable to light vehicles
2025/06/21,21:50,Manila City,Jose Abad Santos Tayuman Intersection,Gutter Deep,Passable to all vehicles
2025/06/21,17:32,Quezon City,Quezon Ave- Roces EB,Gutter Deep,Passable to all vehicles
2025/06/21,17:32,Quezon City,Araneta Ave- Kaliraya NB & SB,Knee Deep,Not passable to light vehicles
2025/06/21,17:32,Manila City,España Blvd corner Antipolo Street,Waist Deep,Not passable to all vehicles
2025/06/21,17:32,Malabon City,M.H. del Pilar brgy. Tinajeros,Gutter Deep,Passable to all vehicles
2025/06/06,18:47,Quezon City,A. Bonifacio Avenue fronting St. Joseph Parish Church,Half Knee Deep,Passable to all vehicles
2025/06/06,18:47,Quezon City,Along A. Bonifacio Avenue (Sgt. River to J. Pineda St.),Gutter Deep,Passable to all vehicles
2025/06/06,18:47,Quezon City,At Sgt. Rivera corner C-3, Quezon City,Tire Deep,Not passable to all vehicles
2025/06/06,18:47,Quezon City,Commonwealth Avenue cor University Ave.,Gutter Deep,Passable to all vehicles
2025/06/06,18:47,Quezon City,Ma. Clara cor. Don Jose,Subsided,
2025/06/06,18:19,Manila City,España Dela Fuente EB/WB,Subsided,
2025/06/06,16:32,Mandaluyong City,EDSA Ortigas Svc. Rd. SB,Gutter Deep,Passable to all vehicles
2025/06/06,16:32,Mandaluyong City,EDSA Highway 54 Mall SB,Gutter Deep,Passable to all vehicles
2025/06/06,16:32,Mandaluyong City,EDSA Shaw tunnel NB,Gutter Deep,Passable to all vehicles
2025/06/06,16:32,Quezon City,EDSA Main Ave. NB,Gutter Deep,Passable to all vehicles
2025/06/06,16:32,Quezon City,EDSA Whiteplains NB,Gutter Deep,Passable to all vehicles
2025/06/06,16:32,Quezon City,EDSA After Quezon Ave. Flyover NB,Gutter Deep,Passable to all vehicles
2025/06/06,16:32,Quezon City,Araneta E.Rodriguez SB/NB,Gutter Deep,Passable to all vehicles
2025/06/06,16:32,Quezon City,Commonwealth Ever Go Tesco EB,Gutter Deep,Passable to all vehicles
2025/06/06,16:32,Quezon City,Quezon Ave. Biak na Bato WB/EB,Knee Deep,Not passable to light vehicles
2025/06/06,16:32,Quezon City,EDSA Balintawak NB,Gutter Deep,Passable to all vehicles
2025/06/06,16:32,Quezon City,EDSA Oliveros NB,Gutter Deep,Passable to all vehicles
2025/06/06,16:32,Makati City,EDSA Guadalupe Bridge NB,Gutter Deep,Passable to all vehicles
2025/06/06,16:32,Taguig City,C5 Kalayaan Svc. Rd. (layby) SB,Gutter Deep,Passable to all vehicles
2025/06/06,15:19,Mandaluyong City,EDSA Ortigas Svc. Rd. SB,Gutter Deep,Passable to all vehicles
2025/06/06,15:19,Mandaluyong City,EDSA Highway 54 Mall SB,Gutter Deep,Passable to all vehicles
2025/06/06,15:19,Mandaluyong City,EDSA Shaw tunnel NB,Gutter Deep,Passable to all vehicles
2025/06/06,15:19,Quezon City,EDSA Main Ave. NB,Gutter Deep,Passable to all vehicles
2025/06/06,15:19,Makati City,EDSA Guadalupe Bridge NB,Gutter Deep,Passable to all vehicles
2025/06/06,15:16,Mandaluyong City,EDSA Ortigas Svc. Rd. SB,Gutter Deep,Passable to all vehicles
2025/06/06,15:16,Mandaluyong City,EDSA Highway 54 Mall SB,Gutter Deep,Passable to all vehicles
2025/06/06,15:16,Mandaluyong City,EDSA Shaw tunnel NB,Gutter Deep,Passable to all vehicles
2025/06/06,15:16,Quezon City,EDSA Main Ave. NB,Gutter Deep,Passable to all vehicles
